ts,meter_serial,import_kwh,export_kwh
2026-01-27 11:00:00,SOLAR_02,0.0,5050.189
2026-01-27 11:00:00,SOLAR_03,0.0,5109.357
2026-01-27 11:00:00,SOLAR_04,0.0,5087.607
2026-01-27 11:00:00,SELF_01,2213.983,0.0
2026-01-27 11:00:00,GRID_01,0.0,28307.458
2026-01-27 11:00:00,DEST_01,27741.269,0.0
2026-01-27 11:30:00,BESS_01,0.0,2539.046
2026-01-27 11:30:00,BESS_02,0.0,2544.851
2026-01-27 11:30:00,BESS_03,0.0,2540.896
2026-01-27 11:30:00,BESS_04,0.0,2540.55
2026-01-27 11:30:00,SOLAR_01,0.0,5063.005
2026-01-27 11:30:00,SOLAR_02,0.0,5055.174
2026-01-27 11:30:00,SOLAR_03,0.0,5111.681
2026-01-27 11:30:00,SOLAR_04,0.0,5089.973
2026-01-27 11:30:00,SELF_01,2216.41,0.0
2026-01-27 11:30:00,GRID_01,0.0,28324.941
2026-01-27 11:30:00,DEST_01,27758.404,0.0
2026-01-27 12:00:00,BESS_01,0.0,2541.629
2026-01-27 12:00:00,BESS_02,0.0,2546.317
2026-01-27 12:00:00,BESS_03,0.0,2541.996
2026-01-27 12:00:00,BESS_04,0.0,2541.709
2026-01-27 12:00:00,SOLAR_01,0.0,5066.287
2026-01-27 12:00:00,SOLAR_02,0.0,5059.291
2026-01-27 12:00:00,SOLAR_03,0.0,5115.585
2026-01-27 12:00:00,SOLAR_04,0.0,5092.763
2026-01-27 12:00:00,SELF_01,2218.892,0.0
2026-01-27 12:00:00,GRID_01,0.0,28342.86
2026-01-27 12:00:00,DEST_01,27775.964,0.0
2026-01-27 12:30:00,BESS_01,0.0,2543.001
2026-01-27 12:30:00,BESS_02,0.0,2547.893
2026-01-27 12:30:00,BESS_03,0.0,2544.348
2026-01-27 12:30:00,BESS_04,0.0,2544.439
2026-01-27 12:30:00,SOLAR_01,0.0,5068.532
2026-01-27 12:30:00,SOLAR_02,0.0,5062.031
2026-01-27 12:30:00,SOLAR_03,0.0,5117.611
2026-01-27 12:30:00,SOLAR_04,0.0,5095.466
2026-01-27 12:30:00,SELF_01,2220.189,0.0
2026-01-27 12:30:00,GRID_01,0.0,28359.307
2026-01-27 12:30:00,DEST_01,27792.084,0.0
2026-01-27 13:00:00,BESS_01,0.0,2545.085
2026-01-27 13:00:00,BESS_02,0.0,2550.838
2026-01-27 13:00:00,BESS_03,0.0,2546.748
2026-01-27 13:00:00,BESS_04,0.0,2546.845
2026-01-27 13:00:00,SOLAR_01,0.0,5070.835
2026-01-27 13:00:00,SOLAR_02,0.0,5064.779
2026-01-27 13:00:00,SOLAR_03,0.0,5120.896
2026-01-27 13:00:00,SOLAR_04,0.0,5101.434
2026-01-27 13:00:00,SELF_01,2221.432,0.0
2026-01-27 13:00:00,GRID_01,0.0,28382.204
2026-01-27 13:00:00,DEST_01,27814.522,0.0
2026-01-27 13:30:00,BESS_01,0.0,2547.27
2026-01-27 13:30:00,BESS_02,0.0,2553.042
2026-01-27 13:30:00,BESS_03,0.0,2548.761
2026-01-27 13:30:00,BESS_04,0.0,2548.415
2026-01-27 13:30:00,SOLAR_01,0.0,5074.541
2026-01-27 13:30:00,SOLAR_02,0.0,5070.077
2026-01-27 13:30:00,SOLAR_03,0.0,5125.838
2026-01-27 13:30:00,SOLAR_04,0.0,5105.556
2026-01-27 13:30:00,SELF_01,2223.414,0.0
2026-01-27 13:30:00,GRID_01,0.0,28406.261
2026-01-27 13:30:00,DEST_01,27838.096,0.0
2026-01-27 14:00:00,BESS_01,0.0,2548.773
2026-01-27 14:00:00,BESS_02,0.0,2555.55
2026-01-27 14:00:00,BESS_03,0.0,2549.891
2026-01-27 14:00:00,BESS_04,0.0,2549.541
2026-01-27 14:00:00,SOLAR_01,0.0,5077.918
2026-01-27 14:00:00,SOLAR_02,0.0,5075.008
2026-01-27 14:00:00,SOLAR_03,0.0,5130.317
2026-01-27 14:00:00,SOLAR_04,0.0,5110.827
2026-01-27 14:00:00,SELF_01,2224.534,0.0
2026-01-27 14:00:00,GRID_01,0.0,28429.467
2026-01-27 14:00:00,DEST_01,27860.836,0.0
2026-01-27 14:30:00,BESS_01,0.0,2551.205
2026-01-27 14:30:00,BESS_02,0.0,2556.574
2026-01-27 14:30:00,BESS_03,0.0,2552.379
2026-01-27 14:30:00,BESS_04,0.0,2550.717
2026-01-27 14:30:00,SOLAR_01,0.0,5082.271
2026-01-27 14:30:00,SOLAR_02,0.0,5080.674
2026-01-27 14:30:00,SOLAR_03,0.0,5133.763
2026-01-27 14:30:00,SOLAR_04,0.0,5115.551
2026-01-27 14:30:00,SELF_01,2226.552,0.0
2026-01-27 14:30:00,GRID_01,0.0,28452.759
2026-01-27 14:30:00,DEST_01,27883.664,0.0
2026-01-27 15:00:00,BESS_01,0.0,2552.73
2026-01-27 15:00:00,BESS_02,0.0,2559.254
2026-01-27 15:00:00,BESS_03,0.0,2554.281
2026-01-27 15:00:00,BESS_04,0.0,2553.202
2026-01-27 15:00:00,SOLAR_01,0.0,5086.192
2026-01-27 15:00:00,SOLAR_02,0.0,5084.673
2026-01-27 15:00:00,SOLAR_03,0.0,5138.817
2026-01-27 15:00:00,SOLAR_04,0.0,5118.805
2026-01-27 15:00:00,SELF_01,2229.05,0.0
2026-01-27 15:00:00,GRID_01,0.0,28475.079
2026-01-27 15:00:00,DEST_01,27905.539,0.0
2026-01-27 15:30:00,BESS_01,0.0,2554.905
2026-01-27 15:30:00,BESS_02,0.0,2560.339
2026-01-27 15:30:00,BESS_03,0.0,2555.986
2026-01-27 15:30:00,BESS_04,0.0,2555.132
2026-01-27 15:30:00,SOLAR_01,0.0,5090.039
2026-01-27 15:30:00,SOLAR_02,0.0,5090.366
2026-01-27 15:30:00,SOLAR_03,0.0,5144.203
2026-01-27 15:30:00,SOLAR_04,0.0,5124.694
2026-01-27 15:30:00,SELF_01,2230.746,0.0
2026-01-27 15:30:00,GRID_01,0.0,28501.094
2026-01-27 15:30:00,DEST_01,27931.032,0.0
2026-01-27 16:00:00,BESS_01,0.0,2556.809
2026-01-27 16:00:00,BESS_02,0.0,2561.623
2026-01-27 16:00:00,BESS_03,0.0,2558.488
2026-01-27 16:00:00,BESS_04,0.0,2556.971
2026-01-27 16:00:00,SOLAR_01,0.0,5092.137
2026-01-27 16:00:00,SOLAR_02,0.0,5092.924
2026-01-27 16:00:00,SOLAR_03,0.0,5147.47
2026-01-27 16:00:00,SOLAR_04,0.0,5130.653
2026-01-27 16:00:00,SELF_01,2232.694,0.0
2026-01-27 16:00:00,GRID_01,0.0,28520.556
2026-01-27 16:00:00,DEST_01,27950.105,0.0
2026-01-27 16:30:00,BESS_01,0.0,2557.837
2026-01-27 16:30:00,BESS_02,0.0,2564.206
2026-01-27 16:30:00,BESS_03,0.0,2560.811
2026-01-27 16:30:00,BESS_04,0.0,2558.317
2026-01-27 16:30:00,SOLAR_01,0.0,5096.509
2026-01-27 16:30:00,SOLAR_02,0.0,5095.66
2026-01-27 16:30:00,SOLAR_03,0.0,5149.849
2026-01-27 16:30:00,SOLAR_04,0.0,5134.218
2026-01-27 16:30:00,SELF_01,2233.919,0.0
2026-01-27 16:30:00,GRID_01,0.0,28539.663
2026-01-27 16:30:00,DEST_01,27968.83,0.0
2026-01-27 17:00:00,BESS_01,0.0,2558.88
2026-01-27 17:00:00,BESS_02,0.0,2565.99
2026-01-27 17:00:00,BESS_03,0.0,2562.418
2026-01-27 17:00:00,BESS_04,0.0,2561.227
2026-01-27 17:00:00,SOLAR_01,0.0,5100.706
2026-01-27 17:00:00,SOLAR_02,0.0,5098.571
2026-01-27 17:00:00,SOLAR_03,0.0,5153.795
2026-01-27 17:00:00,SOLAR_04,0.0,5139.113
2026-01-27 17:00:00,SELF_01,2235.568,0.0
2026-01-27 17:00:00,GRID_01,0.0,28561.308
2026-01-27 17:00:00,DEST_01,27990.04,0.0
2026-01-27 17:30:00,BESS_01,0.0,2560.2
2026-01-27 17:30:00,BESS_02,0.0,2568.929
2026-01-27 17:30:00,BESS_03,0.0,2563.538
2026-01-27 17:30:00,BESS_04,0.0,2564.15
2026-01-27 17:30:00,SOLAR_01,0.0,5102.974
2026-01-27 17:30:00,SOLAR_02,0.0,5101.864
2026-01-27 17:30:00,SOLAR_03,0.0,5157.702
2026-01-27 17:30:00,SOLAR_04,0.0,5142.271
2026-01-27 17:30:00,SELF_01,2236.921,0.0
2026-01-27 17:30:00,GRID_01,0.0,28580.881
2026-01-27 17:30:00,DEST_01,28009.219,0.0
2026-01-27 18:00:00,BESS_01,0.0,2562.807
2026-01-27 18:00:00,BESS_02,0.0,2570.761
2026-01-27 18:00:00,BESS_03,0.0,2564.564
2026-01-27 18:00:00,BESS_04,0.0,2565.766
2026-01-27 18:00:00,SOLAR_01,0.0,5105.608
2026-01-27 18:00:00,SOLAR_02,0.0,5106.386
2026-01-27 18:00:00,SOLAR_03,0.0,5162.438
2026-01-27 18:00:00,SOLAR_04,0.0,5145.987
2026-01-27 18:00:00,SELF_01,2238.104,0.0
2026-01-27 18:00:00,GRID_01,0.0,28602.388
2026-01-27 18:00:00,DEST_01,28030.298,0.0
2026-01-27 18:30:00,BESS_01,0.0,2564.371
2026-01-27 18:30:00,BESS_02,0.0,2573.211
2026-01-27 18:30:00,BESS_03,0.0,2567.178
2026-01-27 18:30:00,BESS_04,0.0,2568.494
2026-01-27 18:30:00,SOLAR_01,0.0,5109.086
2026-01-27 18:30:00,SOLAR_02,0.0,5112.267
2026-01-27 18:30:00,SOLAR_03,0.0,5164.691
2026-01-27 18:30:00,SOLAR_04,0.0,5149.775
2026-01-27 18:30:00,SELF_01,2239.729,0.0
2026-01-27 18:30:00,GRID_01,0.0,28625.519
2026-01-27 18:30:00,DEST_01,28052.968,0.0
2026-01-27 19:00:00,BESS_01,0.0,2566.023
2026-01-27 19:00:00,BESS_02,0.0,2574.678
2026-01-27 19:00:00,BESS_03,0.0,2569.922
2026-01-27 19:00:00,BESS_04,0.0,2570.119
2026-01-27 19:00:00,SOLAR_01,0.0,5114.749
2026-01-27 19:00:00,SOLAR_02,0.0,5118.157
2026-01-27 19:00:00,SOLAR_03,0.0,5169.838
2026-01-27 19:00:00,SOLAR_04,0.0,5153.995
2026-01-27 19:00:00,SELF_01,2241.595,0.0
2026-01-27 19:00:00,GRID_01,0.0,28652.062
2026-01-27 19:00:00,DEST_01,28078.981,0.0
2026-01-27 19:30:00,BESS_01,0.0,2567.412
2026-01-27 19:30:00,BESS_02,0.0,2575.932
2026-01-27 19:30:00,BESS_03,0.0,2571.565
2026-01-27 19:30:00,BESS_04,0.0,2572.384
2026-01-27 19:30:00,SOLAR_01,0.0,5120.634
2026-01-27 19:30:00,SOLAR_02,0.0,5121.073
2026-01-27 19:30:00,SOLAR_03,0.0,5174.209
2026-01-27 19:30:00,SOLAR_04,0.0,5156.943
2026-01-27 19:30:00,SELF_01,2243.825,0.0
2026-01-27 19:30:00,GRID_01,0.0,28672.504
2026-01-27 19:30:00,DEST_01,28099.014,0.0
2026-01-27 20:00:00,BESS_01,0.0,2569.351
2026-01-27 20:00:00,BESS_02,0.0,2576.971
2026-01-27 20:00:00,BESS_03,0.0,2573.587
2026-01-27 20:00:00,BESS_04,0.0,2573.576
2026-01-27 20:00:00,SOLAR_01,0.0,5125.634
2026-01-27 20:00:00,SOLAR_02,0.0,5125.568
2026-01-27 20:00:00,SOLAR_03,0.0,5176.535
2026-01-27 20:00:00,SOLAR_04,0.0,5160.907
2026-01-27 20:00:00,SELF_01,2245.728,0.0
2026-01-27 20:00:00,GRID_01,0.0,28692.576
2026-01-27 20:00:00,DEST_01,28118.683,0.0
2026-01-27 20:30:00,BESS_01,0.0,2572.268
2026-01-27 20:30:00,BESS_02,0.0,2578.503
2026-01-27 20:30:00,BESS_03,0.0,2575.486
2026-01-27 20:30:00,BESS_04,0.0,2576.13
2026-01-27 20:30:00,SOLAR_01,0.0,5130.8
2026-01-27 20:30:00,SOLAR_02,0.0,5128.672
2026-01-27 20:30:00,SOLAR_03,0.0,5179.107
2026-01-27 20:30:00,SOLAR_04,0.0,5166.298
2026-01-27 20:30:00,SELF_01,2246.817,0.0
2026-01-27 20:30:00,GRID_01,0.0,28716.623
2026-01-27 20:30:00,DEST_01,28142.251,0.0
2026-01-27 21:00:00,BESS_01,0.0,2574.534
2026-01-27 21:00:00,BESS_02,0.0,2580.157
2026-01-27 21:00:00,BESS_03,0.0,2578.136
2026-01-27 21:00:00,BESS_04,0.0,2578.096
2026-01-27 21:00:00,SOLAR_01,0.0,5133.384
2026-01-27 21:00:00,SOLAR_02,0.0,5131.764
2026-01-27 21:00:00,SOLAR_03,0.0,5182.387
2026-01-27 21:00:00,SOLAR_04,0.0,5172.239
2026-01-27 21:00:00,SELF_01,2248.724,0.0
2026-01-27 21:00:00,GRID_01,0.0,28738.148
2026-01-27 21:00:00,DEST_01,28163.345,0.0
2026-01-27 21:30:00,BESS_01,0.0,2577.182
2026-01-27 21:30:00,BESS_02,0.0,2582.449
2026-01-27 21:30:00,BESS_03,0.0,2581.051
2026-01-27 21:30:00,BESS_04,0.0,2580.291
2026-01-27 21:30:00,SOLAR_01,0.0,5135.866
2026-01-27 21:30:00,SOLAR_02,0.0,5136.697
2026-01-27 21:30:00,SOLAR_03,0.0,5187.329
2026-01-27 21:30:00,SOLAR_04,0.0,5175.019
2026-01-27 21:30:00,SELF_01,2250.922,0.0
2026-01-27 21:30:00,GRID_01,0.0,28761.137
2026-01-27 21:30:00,DEST_01,28185.875,0.0
2026-01-27 22:00:00,BESS_01,0.0,2579.764
2026-01-27 22:00:00,BESS_02,0.0,2584.295
2026-01-27 22:00:00,BESS_03,0.0,2583.688
2026-01-27 22:00:00,BESS_04,0.0,2581.313
2026-01-27 22:00:00,SOLAR_01,0.0,5138.909
2026-01-27 22:00:00,SOLAR_02,0.0,5139.273
2026-01-27 22:00:00,SOLAR_03,0.0,5189.43
2026-01-27 22:00:00,SOLAR_04,0.0,5179.625
2026-01-27 22:00:00,SELF_01,2253.066,0.0
2026-01-27 22:00:00,GRID_01,0.0,28779.408
2026-01-27 22:00:00,DEST_01,28203.782,0.0
2026-01-27 22:30:00,BESS_01,0.0,2581.694
2026-01-27 22:30:00,BESS_02,0.0,2587.114
2026-01-27 22:30:00,BESS_03,0.0,2584.984
2026-01-27 22:30:00,BESS_04,0.0,2583.564
2026-01-27 22:30:00,SOLAR_01,0.0,5143.131
2026-01-27 22:30:00,SOLAR_02,0.0,5143.649
2026-01-27 22:30:00,SOLAR_03,0.0,5194.464
2026-01-27 22:30:00,SOLAR_04,0.0,5182.056
2026-01-27 22:30:00,SELF_01,2254.476,0.0
2026-01-27 22:30:00,GRID_01,0.0,28802.355
2026-01-27 22:30:00,DEST_01,28226.272,0.0
2026-01-27 23:00:00,BESS_01,0.0,2584.106
2026-01-27 23:00:00,BESS_02,0.0,2589.021
2026-01-27 23:00:00,BESS_03,0.0,2586.309
2026-01-27 23:00:00,BESS_04,0.0,2584.821
2026-01-27 23:00:00,SOLAR_01,0.0,5148.955
2026-01-27 23:00:00,SOLAR_02,0.0,5146.144
2026-01-27 23:00:00,SOLAR_03,0.0,5199.935
2026-01-27 23:00:00,SOLAR_04,0.0,5186.267
2026-01-27 23:00:00,SELF_01,2256.03,0.0
2026-01-27 23:00:00,GRID_01,0.0,28825.706
2026-01-27 23:00:00,DEST_01,28249.156,0.0
2026-01-27 23:30:00,BESS_01,0.0,2586.547
2026-01-27 23:30:00,BESS_02,0.0,2591.121
2026-01-27 23:30:00,BESS_03,0.0,2588.567
2026-01-27 23:30:00,BESS_04,0.0,2587.114
2026-01-27 23:30:00,SOLAR_01,0.0,5152.537
2026-01-27 23:30:00,SOLAR_02,0.0,5149.451
2026-01-27 23:30:00,SOLAR_03,0.0,5205.279
2026-01-27 23:30:00,SOLAR_04,0.0,5188.405
2026-01-27 23:30:00,SELF_01,2257.454,0.0
2026-01-27 23:30:00,GRID_01,0.0,28847.744
2026-01-27 23:30:00,DEST_01,28270.753,0.0
2026-01-28 00:00:00,BESS_01,0.0,2588.684
2026-01-28 00:00:00,BESS_02,0.0,2593.888
2026-01-28 00:00:00,BESS_03,0.0,2589.679
2026-01-28 00:00:00,BESS_04,0.0,2589.549
2026-01-28 00:00:00,SOLAR_01,0.0,5155.065
2026-01-28 00:00:00,SOLAR_02,0.0,5151.706
2026-01-28 00:00:00,SOLAR_03,0.0,5207.551
2026-01-28 00:00:00,SOLAR_04,0.0,5191.011
2026-01-28 00:00:00,SELF_01,2259.238,0.0
2026-01-28 00:00:00,GRID_01,0.0,28864.071
2026-01-28 00:00:00,DEST_01,28286.752,0.0
2026-01-28 00:30:00,BESS_01,0.0,2590.154
2026-01-28 00:30:00,BESS_02,0.0,2596.397
2026-01-28 00:30:00,BESS_03,0.0,2592.624
2026-01-28 00:30:00,BESS_04,0.0,2591.225
2026-01-28 00:30:00,SOLAR_01,0.0,5158.715
2026-01-28 00:30:00,SOLAR_02,0.0,5156.71
2026-01-28 00:30:00,SOLAR_03,0.0,5211.521
2026-01-28 00:30:00,SOLAR_04,0.0,5195.191
2026-01-28 00:30:00,SELF_01,2261.025,0.0
2026-01-28 00:30:00,GRID_01,0.0,28887.688
2026-01-28 00:30:00,DEST_01,28309.897,0.0
2026-01-28 01:00:00,BESS_01,0.0,2591.946
2026-01-28 01:00:00,BESS_02,0.0,2597.707
2026-01-28 01:00:00,BESS_03,0.0,2595.269
2026-01-28 01:00:00,BESS_04,0.0,2593.854
2026-01-28 01:00:00,SOLAR_01,0.0,5162.509
2026-01-28 01:00:00,SOLAR_02,0.0,5159.171
2026-01-28 01:00:00,SOLAR_03,0.0,5217.166
2026-01-28 01:00:00,SOLAR_04,0.0,5198.234
2026-01-28 01:00:00,SELF_01,2262.384,0.0
2026-01-28 01:00:00,GRID_01,0.0,28909.649
2026-01-28 01:00:00,DEST_01,28331.418,0.0
2026-01-28 01:30:00,BESS_01,0.0,2594.062
2026-01-28 01:30:00,BESS_02,0.0,2598.812
2026-01-28 01:30:00,BESS_03,0.0,2597.955
2026-01-28 01:30:00,BESS_04,0.0,2595.305
2026-01-28 01:30:00,SOLAR_01,0.0,5164.679
2026-01-28 01:30:00,SOLAR_02,0.0,5162.047
2026-01-28 01:30:00,SOLAR_03,0.0,5220.097
2026-01-28 01:30:00,SOLAR_04,0.0,5200.845
2026-01-28 01:30:00,SELF_01,2264.69,0.0
2026-01-28 01:30:00,GRID_01,0.0,28925.287
2026-01-28 01:30:00,DEST_01,28346.743,0.0
2026-01-28 02:00:00,BESS_01,0.0,2595.708
2026-01-28 02:00:00,BESS_02,0.0,2601.324
2026-01-28 02:00:00,BESS_03,0.0,2600.296
2026-01-28 02:00:00,BESS_04,0.0,2596.343
2026-01-28 02:00:00,SOLAR_01,0.0,5169.741
2026-01-28 02:00:00,SOLAR_02,0.0,5166.016
2026-01-28 02:00:00,SOLAR_03,0.0,5224.776
2026-01-28 02:00:00,SOLAR_04,0.0,5205.633
2026-01-28 02:00:00,SELF_01,2266.515,0.0
2026-01-28 02:00:00,GRID_01,0.0,28949.497
2026-01-28 02:00:00,DEST_01,28370.471,0.0
2026-01-28 02:30:00,BESS_01,0.0,2597.887
2026-01-28 02:30:00,BESS_02,0.0,2602.742
2026-01-28 02:30:00,BESS_03,0.0,2602.461
2026-01-28 02:30:00,BESS_04,0.0,2597.358
2026-01-28 02:30:00,SOLAR_01,0.0,5174.548
2026-01-28 02:30:00,SOLAR_02,0.0,5170.342
2026-01-28 02:30:00,SOLAR_03,0.0,5228.248
2026-01-28 02:30:00,SOLAR_04,0.0,5211.228
2026-01-28 02:30:00,SELF_01,2267.761,0.0
2026-01-28 02:30:00,GRID_01,0.0,28973.228
2026-01-28 02:30:00,DEST_01,28393.729,0.0
2026-01-28 03:00:00,BESS_01,0.0,2599.959
2026-01-28 03:00:00,BESS_02,0.0,2605.572
2026-01-28 03:00:00,BESS_03,0.0,2604.95
2026-01-28 03:00:00,BESS_04,0.0,2598.92
2026-01-28 03:00:00,SOLAR_01,0.0,5178.773
2026-01-28 03:00:00,SOLAR_02,0.0,5174.386
2026-01-28 03:00:00,SOLAR_03,0.0,5230.888
2026-01-28 03:00:00,SOLAR_04,0.0,5214.034
2026-01-28 03:00:00,SELF_01,2269.672,0.0
2026-01-28 03:00:00,GRID_01,0.0,28993.985
2026-01-28 03:00:00,DEST_01,28414.072,0.0
2026-01-28 03:30:00,BESS_01,0.0,2601.614
2026-01-28 03:30:00,BESS_02,0.0,2607.093
2026-01-28 03:30:00,BESS_03,0.0,2606.188
2026-01-28 03:30:00,BESS_04,0.0,2600.491
2026-01-28 03:30:00,SOLAR_01,0.0,5180.888
2026-01-28 03:30:00,SOLAR_02,0.0,5178.799
2026-01-28 03:30:00,SOLAR_03,0.0,5235.493
2026-01-28 03:30:00,SOLAR_04,0.0,5218.081
2026-01-28 03:30:00,SELF_01,2271.281,0.0
2026-01-28 03:30:00,GRID_01,0.0,29013.542
2026-01-28 03:30:00,DEST_01,28433.239,0.0
2026-01-28 04:00:00,BESS_01,0.0,2602.697
2026-01-28 04:00:00,BESS_02,0.0,2609.702
2026-01-28 04:00:00,BESS_03,0.0,2608.674
2026-01-28 04:00:00,BESS_04,0.0,2603.24
2026-01-28 04:00:00,SOLAR_01,0.0,5183.689
2026-01-28 04:00:00,SOLAR_02,0.0,5183.08
2026-01-28 04:00:00,SOLAR_03,0.0,5240.482
2026-01-28 04:00:00,SOLAR_04,0.0,5223.413
2026-01-28 04:00:00,SELF_01,2273.292,0.0
2026-01-28 04:00:00,GRID_01,0.0,29037.86
2026-01-28 04:00:00,DEST_01,28457.068,0.0
2026-01-28 04:30:00,BESS_01,0.0,2605.333
2026-01-28 04:30:00,BESS_02,0.0,2611.424
2026-01-28 04:30:00,BESS_03,0.0,2609.782
2026-01-28 04:30:00,BESS_04,0.0,2605.492
2026-01-28 04:30:00,SOLAR_01,0.0,5187.956
2026-01-28 04:30:00,SOLAR_02,0.0,5188.617
2026-01-28 04:30:00,SOLAR_03,0.0,5243.492
2026-01-28 04:30:00,SOLAR_04,0.0,5227.457
2026-01-28 04:30:00,SELF_01,2274.757,0.0
2026-01-28 04:30:00,GRID_01,0.0,29060.972
2026-01-28 04:30:00,DEST_01,28479.719,0.0
2026-01-28 05:00:00,BESS_01,0.0,2606.694
2026-01-28 05:00:00,BESS_02,0.0,2613.092
2026-01-28 05:00:00,BESS_03,0.0,2611.781
2026-01-28 05:00:00,BESS_04,0.0,2607.932
2026-01-28 05:00:00,SOLAR_01,0.0,5192.836
2026-01-28 05:00:00,SOLAR_02,0.0,5192.449
2026-01-28 05:00:00,SOLAR_03,0.0,5247.055
2026-01-28 05:00:00,SOLAR_04,0.0,5232.473
2026-01-28 05:00:00,SELF_01,2277.138,0.0
2026-01-28 05:00:00,GRID_01,0.0,29083.35
2026-01-28 05:00:00,DEST_01,28501.649,0.0
2026-01-28 05:30:00,BESS_01,0.0,2608.888
2026-01-28 05:30:00,BESS_02,0.0,2615.682
2026-01-28 05:30:00,BESS_03,0.0,2614.116
2026-01-28 05:30:00,BESS_04,0.0,2610.807
2026-01-28 05:30:00,SOLAR_01,0.0,5195.147
2026-01-28 05:30:00,SOLAR_02,0.0,5194.878
2026-01-28 05:30:00,SOLAR_03,0.0,5249.056
2026-01-28 05:30:00,SOLAR_04,0.0,5234.598
2026-01-28 05:30:00,SELF_01,2278.213,0.0
2026-01-28 05:30:00,GRID_01,0.0,29101.134
2026-01-28 05:30:00,DEST_01,28519.079,0.0
2026-01-28 06:00:00,BESS_01,0.0,2610.436
2026-01-28 06:00:00,BESS_02,0.0,2616.682
2026-01-28 06:00:00,BESS_03,0.0,2616.006
2026-01-28 06:00:00,BESS_04,0.0,2613.265
2026-01-28 06:00:00,SOLAR_01,0.0,5200.992
2026-01-28 06:00:00,SOLAR_02,0.0,5197.267
2026-01-28 06:00:00,SOLAR_03,0.0,5252.528
2026-01-28 06:00:00,SOLAR_04,0.0,5239.181
2026-01-28 06:00:00,SELF_01,2280.67,0.0
2026-01-28 06:00:00,GRID_01,0.0,29121.862
2026-01-28 06:00:00,DEST_01,28539.392,0.0
2026-01-28 06:30:00,BESS_01,0.0,2612.182
2026-01-28 06:30:00,BESS_02,0.0,2618.242
2026-01-28 06:30:00,BESS_03,0.0,2618.313
2026-01-28 06:30:00,BESS_04,0.0,2614.86
2026-01-28 06:30:00,SOLAR_01,0.0,5203.132
2026-01-28 06:30:00,SOLAR_02,0.0,5199.747
2026-01-28 06:30:00,SOLAR_03,0.0,5255.095
2026-01-28 06:30:00,SOLAR_04,0.0,5243.009
2026-01-28 06:30:00,SELF_01,2283.068,0.0
2026-01-28 06:30:00,GRID_01,0.0,29137.687
2026-01-28 06:30:00,DEST_01,28554.899,0.0
2026-01-28 07:00:00,BESS_01,0.0,2615.011
2026-01-28 07:00:00,BESS_02,0.0,2619.482
2026-01-28 07:00:00,BESS_03,0.0,2620.586
2026-01-28 07:00:00,BESS_04,0.0,2617.765
2026-01-28 07:00:00,SOLAR_01,0.0,5208.303
2026-01-28 07:00:00,SOLAR_02,0.0,5205.268
2026-01-28 07:00:00,SOLAR_03,0.0,5260.823
2026-01-28 07:00:00,SOLAR_04,0.0,5245.707
2026-01-28 07:00:00,SELF_01,2284.237,0.0
2026-01-28 07:00:00,GRID_01,0.0,29164.885
2026-01-28 07:00:00,DEST_01,28581.552,0.0
2026-01-28 07:30:00,BESS_01,0.0,2616.922
2026-01-28 07:30:00,BESS_02,0.0,2622.255
2026-01-28 07:30:00,BESS_03,0.0,2622.976
2026-01-28 07:30:00,BESS_04,0.0,2619.311
2026-01-28 07:30:00,SOLAR_01,0.0,5210.393
2026-01-28 07:30:00,SOLAR_02,0.0,5209.521
2026-01-28 07:30:00,SOLAR_03,0.0,5263.077
2026-01-28 07:30:00,SOLAR_04,0.0,5250.474
2026-01-28 07:30:00,SELF_01,2285.56,0.0
2026-01-28 07:30:00,GRID_01,0.0,29185.545
2026-01-28 07:30:00,DEST_01,28601.799,0.0
2026-01-28 08:00:00,BESS_01,0.0,2618.677
2026-01-28 08:00:00,BESS_02,0.0,2623.33
2026-01-28 08:00:00,BESS_03,0.0,2624.841
2026-01-28 08:00:00,BESS_04,0.0,2621.242
2026-01-28 08:00:00,SOLAR_01,0.0,5213.093
2026-01-28 08:00:00,SOLAR_02,0.0,5211.574
2026-01-28 08:00:00,SOLAR_03,0.0,5268.666
2026-01-28 08:00:00,SOLAR_04,0.0,5255.1
2026-01-28 08:00:00,SELF_01,2287.999,0.0
2026-01-28 08:00:00,GRID_01,0.0,29204.7
2026-01-28 08:00:00,DEST_01,28620.57,0.0
2026-01-28 08:30:00,BESS_01,0.0,2621.096
2026-01-28 08:30:00,BESS_02,0.0,2625.767
2026-01-28 08:30:00,BESS_03,0.0,2626.247
2026-01-28 08:30:00,BESS_04,0.0,2622.777
2026-01-28 08:30:00,SOLAR_01,0.0,5217.778
2026-01-28 08:30:00,SOLAR_02,0.0,5217.427
2026-01-28 08:30:00,SOLAR_03,0.0,5271.418
2026-01-28 08:30:00,SOLAR_04,0.0,5259.859
2026-01-28 08:30:00,SELF_01,2290.215,0.0
2026-01-28 08:30:00,GRID_01,0.0,29228.331
2026-01-28 08:30:00,DEST_01,28643.726,0.0
2026-01-28 09:00:00,BESS_01,0.0,2622.185
2026-01-28 09:00:00,BESS_02,0.0,2627.894
2026-01-28 09:00:00,BESS_03,0.0,2628.961
2026-01-28 09:00:00,BESS_04,0.0,2624.895
2026-01-28 09:00:00,SOLAR_01,0.0,5222.59
2026-01-28 09:00:00,SOLAR_02,0.0,5222.595
2026-01-28 09:00:00,SOLAR_03,0.0,5276.281
